"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03"
"Great Falls, MT",436,165000,165000,174900,174900,177400,182250,187950,185000,190950,188000,193000,189450,182000,184900,184700,185000,185450,185000,184800,185000,179900,174900,169900,169900,169500,170000,171500,179000,179000,179900,184900,174900,174900,174900,183250,185900,179500,185000,181447.5,179900,179900,178900,174825,168700,174000,174900,174900,174900,174900,167950,169900,174900,179450,179900,189000,188400,185000,179900,179950,180000,189500,183500,182900,182900,180000,184900,189250,189000,180400,183000,189000,186500,186500,189000,189900,196500,198000,192900,196500,193935,189900,189000,189900,189000,189900,189900,199900,197000,193400,209900,209000,197800,199700,199000,199000,206250,210000,210000,210000,206500,210000,212000,212000,210000,209700,207000,198900,205000,208975,207000,209900
"Wilson, NC",437,145000,141900,139900,139900,137500,139900,139900,136400,133900,135000,134950,135000,135000,139900,139900,144900,146950,147000,149900,145450,139950,139900,129900,129000,127500,129900,129900,128950,134950,139900,139900,129900,129900,129900,134450,132450,136950,130700,132950,132900,132900,135000,139900,136900,139900,139900,135000,134700,130000,134900,135900,138500,139900,139900,139900,134900,132900,129900,129900,129500,135000,134900,135900,135000,148500,135000,137900,137950,135000,135000,116450,117900,119900,125000,129500,129100,135000,139250,136900,134675,129950,134200,132450,132000,134500,134900,136085,135000,135000,139900,143500,143900,144900,140000,143900,142500,140990,144948,145000,137990,139900,141900,139900,142100,144500,142900,139900,139900,154900,142500,147990
"Cullman, AL",438,169900,173950,164950,164900,169450,169900,164900,164950,145000,147500,149900,144700,143950,140000,144950,149900,149900,149900,149900,150000,149900,149900,145000,144500,145900,146900,149900,159900,155000,159900,159900,153200,149900,149700,147900,147900,144900,148450,149900,148450,149900,149900,149900,149900,149900,149900,145300,145000,139950,151400,155000,159900,159900,156950,156000,165000,169000,167900,162500,159900,160000,164900,169900,169900,164900,166700,165000,166000,169000,166500,164900,159900,159900,159900,159900,150000,156750,155500,164900,164900,160000,159900,159900,159900,159900,164900,169000,179900,199400,199950,209900,208200,215000,219450,219900,214900,214900,209900,214900,210900,199900,199900,199900,199900,199900,198800,191400,189900,189900,194950,197990
"Olean, NY",439,136700,132250,132500,120950,119900,122900,122900,122700,124900,119950,119450,119900,122000,119000,125000,123000,119000,124200,121700,112900,114950,119900,126950,129900,129900,124900,130000,119000,122600,127500,125000,118500,124450,122450,120000,125950,129900,129900,129900,120000,119000,119250,124950,119900,119900,119900,115000,119500,119600,119000,118500,115000,117000,109900,108500,104000,107500,109900,112900,114000,119900,115000,112000,109900,109900,114900,117000,118500,115450,119000,119000,119000,119000,115000,117000,113200,113500,115000,107900,105000,104900,105000,109900,115000,116250,115000,119000,118000,111000,114400,119000,114999.5,119000,117500,116000,117500,115900,119900,120000,119900,119450,120000,119900,119000,117500,119900,119900,118950,119700,117000,118000
"Auburn, NY",440,159000,149900,159000,150000,149900,149900,149500,149500,159000,149500,149000,144900,149000,139900,141400,144900,144950,139900,144950,149700,149900,140900,149900,155000,154900,154900,149000,149900,149900,149900,149900,149500,139700,129900,135400,138700,139900,136250,139900,139950,144900,152000,149900,149900,149900,159250,159900,159700,159900,159700,154950,159000,149000,144900,148500,139900,134900,134900,132900,132900,134950,134500,132900,129000,135000,139900,134950,132450,134000,129900,129900,128200,120750,124900,123900,129900,129900,134900,130000,134900,129900,129000,124900,124900,124900,119000,119900,124900,129700,135450,138750,134950,137500,129900,135000,127900,124900,125000,133900,139900,147950,149900,154900,154900,155000,149900,149900,145000,136450,134500,144900
"Portsmouth, OH",441,,,90000,75000,79900,81950,79900,89900,95000,98000,98250,93750,95000,99900,99900,107500,115000,114950,109950,107000,99000,99000,95000,94000,89900,94400,92500,91250,93500,93900,93700,99250,109700,109900,110000,99900,99500,109900,105000,99900,109950,109900,113000,104900,97950,99000,99000,94900,94900,99500,105900,115000,120000,119000,120000,119950,120000,120000,122700,118000,114900,114500,109900,119500,119000,119950,119900,119900,119900,119900,119700,119500,119900,119900,119900,122900,120000,119900,119900,120000,119700,119000,115000,99900,102000,104900,109500,110000,115000,118500,115000,115000,114900,113500,109900,99900,104500,99900,101750,109900,109900,113250,113250,115000,109900,105000,105000,99900,99900,109000,110450
"Athens, TX",442,185000,179900,184500,186000,189250,195000,195000,182125,182250,180000,189000,169000,175000,170000,174950,182000,179000,185000,172310,169450,162900,159000,159000,159900,159250,162900,169000,179000,189000,189700,187580,189000,194947.5,189000,185000,179500,179500,179000,179000,185000,189900,189500,189500,189000,183000,175000,179000,179950,179000,184950,193600,209900,224500,209949.5,219250,210000,199500,195000,199000,199000,199900,199900,219900,224950,224900,225000,225000,224900,224500,225000,224950,226000,227000,229000,235000,239000,239000,239900,248000,242750,248400,248400,240000,226950,225000,229000,234900,240000,240000,239700,239500,235700,239500,229000,229000,224500,232450,239900,239900,249000,249700,254900,249900,240000,224900,217900,219100,214500,218450,214500,229000
"Oak Harbor, WA",443,339900,339000,339000,331250,343250,348000,345000,339000,339000,343500,349000,329950,320000,325000,319500,299990,3e+05,309900,311499.5,299950,299850,299000,295000,289000,284900,279000,285000,289000,299000,309000,305000,305000,299500,299000,292000,295250,294950,275000,280000,299000,315250,328500,339000,336500,335000,329900,318000,299900,299500,299950,322975,329000,329000,335000,339700,338900,339500,339500,345000,329000,329000,324950,325000,335000,335000,349450,349000,349900,349000,349000,340000,340000,338000,329995,329900,345450,359900,365000,369000,369900,369500,372250,359975,359000,364999.5,352000,350000,369900,385000,396475,395000,395950,390000,399250,383250,372500,382500,384000,399000,409000,415000,417625,420000,409925,399900,399900,408000,397500,391250,398350,399999
"Chillicothe, OH",444,129900,124900,119950,125400,122450,123900,120950,119900,125000,120950,120950,114900,107500,114450,118900,119900,119800,119900,114900,119900,124900,119900,119950,109000,109900,110000,118450,118450,113500,118000,113000,114900,114900,110000,109900,109000,109000,109900,110000,109900,109900,110000,110000,113900,109900,110000,114900,109900,109900,114900,115000,115900,119900,119250,119000,119000,119000,119700,120000,119000,122000,122950,124900,125000,128900,128900,122950,119900,119700,119900,126500,119500,115450,119700,124900,126400,129950,129900,134900,129950,135000,130750,123900,125000,129900,125000,123400,125000,129000,124900,134900,130000,134900,139500,139250,144900,144889,139900,143900,149900,145000,144900,144900,140000,139900,134900,132900,134950,135950,129999,135000
"Hinesville, GA",445,149900,149900,153000,149900,144900,140500,139900,139900,139500,139000,139900,139900,139900,139900,140500,139900,144900,144000,140700,144800,144800,145000,149900,148250,146000,147900,142900,139900,140000,137500,127500,137900,139900,135550,129900,130000,129900,133650,137500,135900,135950,138950,137900,142500,142500,153272,154900,149900,154900,155000,154900,147250,152700,150000,146000,141900,139900,139599.5,140000,144950,139900,135000,130240,135000,137900,143900,146950,141500,145000,146490,141950,136750,143200,141500,141499,149900,150000,148500,147900,139900,140000,145000,140000,145500,149900,151750,151750,155650,157350,158000,165000,167127.5,169400,157750,159900,163997,165450,159900,159900,151750,155000,158500,159900,155100,154500,159900,160000,162200,162700,164900,164950
"Somerset, PA",446,149450,149900,144950,138450,129900,129900,129900,133000,129900,129900,131200,134900,141450,149000,149450,149900,149900,149000,144950,141250,142500,145000,159000,157900,144700,145000,154250,153200,149900,162000,149900,151450,154900,155000,151450,150000,149950,152450,148950,151450,152900,149900,149900,149900,149900,149900,149250,144995,146000,144900,144900,149000,150000,148450,145900,147500,149900,164900,153400,155000,155500,159900,159000,161000,167500,169450,165000,165000,164900,164900,159900,158250,150000,154900,155000,159900,163700,159900,159900,150000,159900,154500,149900,154900,156900,155000,150000,155000,155000,160000,164900,164900,162000,159450,149900,154900,154900,149900,149900,152250,149700,149900,153000,154900,155000,154900,154900,156500,155000,158950,158950
"Warsaw, IN",447,149700,150000,155900,155900,164900,168000,169900,169000,164950,159500,159250,148200,145000,148200,159900,159900,161000,166999,164250,160000,158950,154900,154900,152000,149900,149900,159900,159000,155000,159000,159000,159900,159900,159000,152000,148500,154900,158000,149900,158000,164000,168000,168000,164900,178950,174900,159900,159900,151500,151500,159000,174500,176425,179900,186000,182000,189900,189900,189950,194950,189900,189900,189900,189900,189900,189900,189000,184900,179700,177500,172900,174800,167450,170993.5,178770,178900,185000,189500,187500,183750,188700,184950,186200,185000,187900,193500,205137.5,195000,203900,215000,219900,205000,199900,199900,205000,205000,194950,199000,214000,225000,219900,217000,211500,199900,199900,199800,189950,189000,189000,193450,199900
"Stillwater, OK",448,152450,150000,149700,146250,144700,144500,145000,144900,146653.5,148000,144950,145000,144700,145000,145900,149900,151420,149900,149900,149000,146000,144900,142500,142500,139500,135000,152624,145550,142500,140000,142250,137450,139900,139900,139320,139819,144500,145611.5,144000,144950,144700,146280,144900,145000,146560,146245,147622.5,149900,154950,154000,149922.5,149900,152900,154900,155000,153500,154743,145000,151702.5,153750,149950,152500,159900,159288.5,158027.5,159700,160500,160250,160000,156250,160000,160500,159500,157000,159500,161500,165000,165000,161750,161750,165000,165750,165000,165900,165000,167500,169900,169900,179000,183884,183892,179900,181750,179950,187500,179900,179950,185145,190000,190000,184500,185000,179700,180000,179000,175000,173450,174900,176775,179900,184700
"Quincy, IL",449,109950,109900,109950,109900,114900,112900,116450,115000,114900,117900,120000,115000,109900,118500,119200,115000,115000,109000,109900,109900,116450,119900,108500,95000,96500,95000,99500,112650,107000,119900,121900,120000,118250,109500,107500,114700,116200,116200,113700,114700,115450,114500,109900,109900,108000,102000,99700,99500,99950,109900,114485,115000,109900,114950,114400,111950,114500,113500,109900,109900,109900,112500,109900,114900,111250,114900,119950,116000,114900,112250,116000,115000,115000,115000,118000,119900,119900,119999,124900,120000,115900,115900,115450,109900,114450,114900,118000,124700,125000,125000,122950,124249.5,120000,121950,115500,117000,117700,124900,128900,125000,129900,134950,134900,128500,132900,129900,130950,129000,127200,125000,128900
"Keene, NH",450,229900,229000,225000,224950,219900,219900,219900,219900,218400,215000,219900,211000,199900,199900,199000,199900,214400,209000,204400,199900,199500,199000,198250,198000,189900,185000,199500,199560.5,199250,199000,199900,205000,199900,199900,199000,195000,189900,189900,189900,195000,199900,199900,199900,199000,199700,202000,199900,199000,193300,190000,194500,194900,199250,199900,199905.5,199900,200500,199900,204900,199900,199500,199000,193250,199900,210000,209000,199900,199900,199900,199900,199500,198500,199900,199900,199900,204500,199900,209000,199900,205250,204950,208123,199900,199375,199800,199900,199900,214500,224000,225000,224950,219900,214900,218500,219000,219000,225000,229900,229900,229500,229900,234900,229900,229000,231000,239000,239900,239900,239900,239900,239900
"Sandusky, OH",451,159000,158000,158000,154900,158500,158000,155000,159777,150950,149900,147900,139850,132700,137500,137700,134700,135000,140000,139900,139000,139950,139900,139500,133000,139900,144850,146500,157450,159900,159900,159900,162850,159950,158950,159000,158400,159000,161450,166400,166400,165000,166400,163900,166400,169900,167000,165900,154900,154900,149900,152900,152900,152900,154500,152900,154900,155450,154900,152000,149900,147500,149900,149900,154935,157900,157838.5,164900,160750,159900,159900,150000,149900,149000,149250,149000,149900,154900,154900,154900,154900,149900,153650,153825,155000,154900,164900,161000,161500,163550,160000,163600,160000,161000,162000,159900,155499.5,149900,154950,161000,164950,165950,167500,171850,174275,170175,174725,169450,165900,170000,162400,167900
"Searcy, AR",452,144000,144000,132250,134000,134000,142700,139500,144000,145000,146750,145000,139900,136850,135000,137750,138250,139900,138000,135000,135000,135900,137200,139000,138000,137900,138500,139500,144475,139900,139900,141900,139900,138050,134900,132500,135000,134950,139500,141500,139900,141500,139900,139900,137000,139250,139000,134375,135000,129900,129900,129900,129000,130000,135000,128400,129000,129900,133200,130000,135000,130000,129900,129900,127000,133900,134500,132250,129900,135450,134900,129000,124900,128000,125000,125000,128500,125000,129975,139000,137950,130000,126500,126500,124900,127700,133900,139000,139000,137500,139950,146000,145000,149000,143700,139900,132900,137500,136000,139000,139900,139000,144950,149000,149000,149900,145000,139900,139900,139500,139900,139900
"Columbus, IN",453,143950,139900,142900,139900,142500,139900,138450,139900,139000,139000,137900,134900,129900,129900,134900,135900,135900,139900,139900,139900,144950,144900,139700,134700,134200,134900,139900,139900,149900,139999,149995,149900,149650,144900,139900,145000,147999,144950,145000,149450,149900,152900,149900,149900,149900,149900,150550,144900,145000,149900,161000,169900,168500,169900,169900,159900,159900,156500,152000,163910,164900,164900,164900,167700,159950,169900,180000,179900,179900,179900,189900,174700,174900,179900,185000,184900,189950,194900,192500,189900,190000,184900,184900,189900,189950,189250,189700,194995,199900,203750,209900,204900,199900,199300,194900,195000,199900,203000,199900,219900,214900,199900,199485.5,199900,197000,190000,197000,207400,222500,219000,209900
"Roanoke Rapids, NC",454,160000,162900,165000,165000,164950,165000,165000,169000,165000,167000,169450,165000,149000,149900,149000,139900,139900,139900,139900,145000,145000,135000,134900,132250,129450,127000,129900,134700,134900,135000,132700,135000,129450,129900,139450,139450,129900,126000,128000,128500,128000,130000,126400,129950,129900,129000,128950,124900,121900,119500,123950,129000,134950,134900,129900,129900,138500,140000,129700,126950,125450,129900,131950,138000,139900,136500,144900,139900,141949.5,136000,139700,137900,134900,129900,127950,129900,126900,132500,130000,137000,129900,126900,124900,119900,124900,119000,120000,139900,127500,121900,124000,125000,119900,121950,115000,116727,111000,104900,112000,124900,128500,127700,126200,114700,119450,120000,114950,110000,110000,120000,128000
"Centralia, WA",455,224900,224900,219900,219900,217000,214000,219900,221900,219000,199950,199925,199500,195000,189900,199000,195000,199250,2e+05,199900,199900,199000,193900,182150,179000,179900,185000,185000,180000,186500,189900,185000,179945,179900,176000,174900,174900,175000,179000,179900,175000,179900,179975,179999,179950,179000,179975,174950,175000,179900,179900,179900,182500,184000,185000,189900,195000,199250,199000,199900,189999,185000,179900,179900,184250,189000,186451,186000,189900,189944,189900,190975,196000,189000,189900,195000,2e+05,198000,204900,210000,208000,2e+05,204950,200950,205900,199900,209500,218000,225000,237000,244450,249000,247000,244000,245000,244950,242000,212633,229450,234950,239450,247700,249775,249900,245000,248500,248500,249900,244900,239950,249000,264972
"Casper, WY",456,189000,189000,193800,189000,188450,189950,194000,189450,184450,179900,184700,179000,179150,172750,173500,182000,184000,183717.5,185000,189900,189900,190000,199000,195000,192000,189450,191000,197000,196850,196350,195000,199000,196750,195000,204900,195000,199900,199000,211750,209900,209825,210000,219500,215000,222500,224900,224900,226500,224900,233000,234900,239900,246500,249000,249000,247200,250000,236500,230000,235000,233000,244450,247900,254450,254000,250000,250000,249000,244000,239900,233950,229900,224900,228000,228900,225000,225000,225000,225550,225000,225000,225000,224900,225000,219900,209450,219000,215000,227000,224900,224350,219900,221500,211000,209000,205000,210000,214000,227950,230100,238700,240000,239000,239000,239950,242900,235000,237700,225000,225000,229900
"Helena, MT",457,239900,235000,237300,239900,248500,249000,243200,245000,249000,249900,239900,225000,225000,238000,239900,246950,244900,244900,243950,229950,239900,237000,225000,225000,225000,227400,225000,225000,229000,235000,224900,229450,219950,219950,224900,219900,224950,224950,224900,244900,240000,240750,249000,249900,256500,255500,249000,225500,233700,241000,239900,239900,235900,239900,239900,239900,239900,239900,245000,249000,249900,249900,250000,259000,259900,265000,269000,269900,274000,274900,272500,269900,269900,269250,264700,269900,275000,279000,279900,279900,279900,279900,284900,284900,285200,289000,289000,289000,284200,279900,284000,280000,280900,284400,287500,285400,283400,279000,285400,299000,299900,311000,310000,299900,299949.5,302000,314450,315000,306950,314500,314500
"Findlay, OH",458,139000,139000,133900,133900,132900,126000,127900,129900,127000,126000,126000,119975,119900,119700,124900,129900,131700,129900,129900,125450,129900,124900,124900,124900,124900,127500,128237.5,128700,129900,129900,129900,129900,129990,134900,137700,139450,129500,132900,132250,135000,142250,144900,142000,145700,142400,134900,134900,129900,129900,129900,140950,147950,144900,145000,146760,147900,143600,139900,137900,136100,134900,142400,144900,146750,154400,155200,153900,149900,144900,144900,143400,143400,149900,152450,158262.5,159900,159950,163900,166487.5,164900,162900,159900,159900,149900,149900,152900,157700,159900,164900,164500,162900,159900,164900,164900,169900,172900,168400,169700,174450,174900,184450,179900,169900,164900,169900,179450,179900,179900,179900,179000,179900
"Wisconsin Rapids-Marshfield, WI",459,105450,110000,110000,112950,113000,112900,118912.5,119900,119000,116950,119000,114900,110000,110000,109900,109900,110000,114900,112900,114900,109900,108300,105000,99900,99900,99900,99900,104900,106900,105000,105950,108900,105000,99999,99999,99900,99900,99999,104900,106900,107700,113500,112500,113900,112700,106900,108750,106900,109900,109000,109600,109900,110900,112000,111450,114900,114900,114947.5,114900,112900,110000,109450,109900,112700,115000,115000,115000,115000,117900,119900,114700,108650,107025,107600,112400,109900,115950,119900,118950,117900,115800,114500,114900,112350,113900,117300,119900,119900,119950,124900,120000,122900,122400,123900,119999,122950,124900,124950,129900,129900,130000,129900,134900,134900,134900,135000,129900,125900,125000,133450,135000
"Palatka, FL",460,152950,150000,149900,149900,149000,149000,149000,149000,149900,149500,149250,149000,141950,144900,139900,144900,144900,139900,139900,139900,135000,132500,132000,129900,128500,125000,124000,118250,114999.5,114900,119000,119950,117900,119000,119900,119800,119900,118750,114000,124900,119900,118500,119450,122450,119900,120000,119900,124900,120000,129000,129800,129400,134900,134900,134900,138700,130000,130000,129000,124900,125000,121450,119900,124900,128000,127900,129000,129900,129900,134900,129900,129900,129900,129900,130000,134900,129900,129000,129900,129900,129000,128400,125000,124900,125000,125000,129900,134900,139900,139000,139900,139000,140000,137500,145000,145000,144900,149250,149350,155000,159900,158450,161500,159900,158000,155000,151900,154900,149950,159900,167000
"Seneca, SC",461,245000,239900,239900,239000,232900,234900,239000,229900,229900,229500,225000,209900,209450,219000,225000,229000,225000,225000,223000,225000,225000,225000,204000,199900,2e+05,199900,199900,2e+05,204950,199900,199900,199900,199900,199900,199900,199900,199900,199900,205000,205960,210000,209000,2e+05,199900,199900,215000,219000,205000,199900,205000,219000,225000,229000,232500,230000,228500,221200,219900,219250,219000,209900,214900,219000,229000,229900,232800,225000,226000,227000,229700,227700,227700,227250,228350,225000,229000,234000,238500,239000,239000,239000,238688.5,237900,236000,230000,232000,229900,229900,229450,225000,227000,234950,230000,232000,237163,234950,234000,239900,249000,253866.5,275000,275000,275000,269997.5,269900,259000,263700,261250,259900,250000,259949.5
"Mount Airy, NC",462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182500,180000,164999,166999.5,169250,150000,149900,149900,144250,142200,139900,140750,150000,149900,149900,149900,148950,139950,145000,139900,135000,138000,139900,147000,149950,156900,159900,149900,150000,153500,152900,149900,149900,150000,154900,152400,154000,159900,159950,159900,159900,159900,163950,158250,166750,174950
"Glenwood Springs, CO",463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795000,795000,795000,750000,792000,719000,675000,727000,749000,725000,765000,750000,749000,699250,675000,649450,635000,639750,662500,692500,699000,675000,725000,769000,725000,699000,685000,620000,699000,790000,824500,825000,799000,799000,915000,946000,899000,850000,795000,782000,790000,797000,799000,8e+05,790000,779000,866700,915000,898000,8e+05,775000,757000,772500,779999,799450,849000,850000,850000,898000,899000,899000,840000,745000,699000,720000,737500,795000,799000,795250,825000,927500,920000,915000,849000
"Key West, FL",464,639900,615250,6e+05,599000,595000,575000,569000,569000,564900,549000,550000,549000,545000,549000,549000,545000,539500,528500,499000,498761.5,495000,480000,489000,488950,494000,475000,489000,479000,479000,475000,459000,475000,495000,475000,475000,479000,499000,499000,499000,510000,549000,549000,539000,525000,525000,499000,499000,499000,506500,513000,5e+05,5e+05,519000,525000,510000,524999,525000,525000,539000,550000,550000,553100,585000,595000,589000,589450,595000,595000,595000,599000,599000,625000,649000,649000,629900,625000,639000,627000,640000,639000,639000,650000,649900,655000,665000,650000,649000,650000,650000,675000,679000,669000,679000,675000,699000,699000,709000,729750,699000,699950,699900,699000,699000,699000,699000,699000,699000,739000,725000,717000,699000
"Aberdeen, WA",465,161000,159949.5,164000,165000,169000,166000,159900,159900,159900,158000,149999.5,149500,149700,149000,149250,149900,150000,159900,159900,163950,159900,150000,149500,139000,143900,139900,144900,145000,149900,150000,154900,149900,149900,147000,140000,142497,144450,140000,139900,142750,149000,149000,149900,149000,150000,149000,146500,145000,140000,145000,149000,150000,155000,159000,159000,159900,159000,159000,152000,149900,149900,149900,154000,159000,159900,159500,153400,159000,153000,159000,154000,154500,152900,156500,149900,147950,155000,152900,155950,164900,160900,169000,169900,169900,169000,163750,169000,174950,179000,179900,179900,179900,179925,184997.5,182995,182995,185000,194950,195000,195000,199000,199900,2e+05,203900,201475,199900,199000,195000,195000,197777,203000
"Gallup, NM",466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000,155000,159900,159900,159900,159900,159900,159850,154900,150000,153000,154000,159800,159300,157900,152450,155450,155000,152200,157000,172450,166500,168000,170000,172000,163700,159900,164700,158500,149000,149900,149950,149900,149900,149900,149900,154900,159500,154000,148250,153450,153450,154750,152900,149000,146750,149900,148000,148750,150000,149500,148750,142500,142000,144500,141750,145000,163500,163500,164000,160000,152000,150000,150000,154000,159950,159900,149000,139250,140000,148942.5,139900,145000,143043,142500,145000,138000,137800,138000,135000,139500
"Port Angeles, WA",467,278000,272500,276000,275000,279000,279000,278000,264000,259000,256500,259000,249900,249000,249000,249900,255000,263250,259900,250000,258250,249700,246450,235000,234950,229925,229000,229900,219999,228900,230000,235000,239000,235000,239000,244000,240000,243000,247000,249900,246500,248950,245000,249900,250000,259000,254999,249900,250000,254000,250000,250000,259900,265000,259900,259250,255000,259000,249000,249000,245000,243000,238000,239000,249000,249925,245000,239000,249000,239925,259000,257000,249000,249925,249900,239000,235000,265000,239900,249000,259900,249000,259950,269000,289000,294450,287950,299000,308000,319949.5,319900,3e+05,299900,299500,299900,3e+05,302500,275000,299000,310000,315000,328950,330000,339000,334975,339000,331900,325000,319000,324000,322950,344950
"Greenfield Town, MA",468,225000,225000,224900,229000,228000,229000,229000,225000,224900,219900,219900,219000,219000,219000,219000,219000,220000,220000,219900,219900,219900,219000,214800,2e+05,199000,195750,204500,217000,224950,224900,224949.5,219950,219900,219900,219900,219000,212000,211000,214900,219450,229900,229900,229900,224950,229000,224500,224950,209900,212400,219000,225000,229000,233450,234900,229250,225000,225000,229000,229000,229000,225000,219900,219888,219950,225000,224900,229900,239000,234900,234900,229900,229900,229900,229450,229975,235000,239900,239900,239000,234900,225000,229699.5,229000,225000,224500,219900,234000,239900,239900,235950,239000,229900,229250,225000,219900,219900,219250,214900,219694,229250,234900,239000,239900,239000,239000,239450,239900,229999,239000,229900,234900
"Fort Payne, AL",469,159900,157250,149900,139900,139900,139900,144500,144500,140000,139500,134950,132900,129947.5,129997.5,129997.5,130000,139000,138250,130000,132350,135900,129000,129000,128800,129000,129900,130000,138000,129900,129900,129900,127400,135000,135000,130950,134900,133900,132500,129900,128500,125000,129250,129900,130000,135000,147750,147000,145700,149900,149900,149900,144900,144900,144500,142200,135000,139000,139900,140950,144950,144900,140000,139900,145000,149900,149900,153700,149900,149900,154400,153400,152900,149900,149000,148450,148950,139900,148950,143450,149000,144900,139900,139900,138500,144900,145000,148950,149900,150000,149950,150000,149900,150000,149900,149900,158450,149250,149900,149900,154400,157500,154900,149900,149900,159000,159900,155000,158500,158500,149900,156900
"Muskogee, OK",470,81000,79950,77000,88450,89125,94500,95000,98500,98500,104450,1e+05,89900,86900,87000,85000,84900,89950,94500,99000,95000,89900,85000,88500,89000,85000,89900,87500,89900,99500,96750,94950,103000,107500,102000,94500,93500,97145,105000,1e+05,99900,99900,103750,99500,95000,98200,95500,99900,99900,99700,98500,104900,103450,98650,96500,95000,99500,97500,97500,107250,105000,105250,106375,101000,107250,108000,109900,110000,115000,119700,119500,117000,114900,110000,103950,108200,99900,1e+05,93750,94900,94900,95000,95000,95000,99000,112093.5,114500,105900,110250,112500,110500,114900,115000,115000,111950,114900,114950,110750,104450,109900,112500,114900,110000,114900,114000,114900,108000,111250,111250,108500,99450,115000
"Frankfort, KY",471,146500,147200,149900,147500,145500,149900,146500,149900,150000,149900,149000,144900,142500,139900,143900,141000,144900,143950,141750,145000,147500,148700,140000,139900,139900,141000,139900,139000,137000,134900,134900,134500,134500,132000,135500,135000,134900,134900,134900,134900,134800,130000,129150,129000,129900,128500,125000,124900,124900,126500,125150,128900,129900,129900,129900,129900,129900,129900,129900,128500,127000,129700,132000,129900,129950,132000,133500,134999.5,134900,129900,129900,130000,132900,132900,134945,134900,135000,139500,138000,135900,134900,135000,136900,134900,134900,139700,139700,139900,149500,154900,154900,155450,159000,158250,155000,155900,159900,159900,159900,158050,156500,157700,164500,160500,163950,160000,159900,155900,155000,158900,159950
"Owosso, MI",472,100950,108900,109822,109903,1e+05,104900,99900,99000,99900,94900,94900,89900,89700,85000,89000,81400,80000,87500,89900,92650,89900,87600,80000,74900,74900,70000,74900,74900,79900,83000,85000,84750,84950,79900,79900,79900,84900,86250,82900,84700,84900,89900,89900,89900,88950,88950,84900,89000,84900,80000,89500,99900,99450,99000,92000,94950,98450,92500,89000,80950,79750,79900,75000,74900,79900,92881,95000,93000,94900,89125,86000,84900,85000,95450,99900,99900,107249.5,104000,99900,99900,90000,92000,89000,84900,89000,89900,94900,105000,119900,121900,121900,119850,114900,107900,109826.5,102809.5,104830,99000,108900,114900,116750,116900,119900,119900,119900,119900,119900,114900,115000,119000,119900
"Mount Pleasant, MI",473,139000,137000,139900,135000,139450,138250,139000,130000,129900,129900,129000,124900,119900,122900,120000,121900,125000,125000,125000,126000,129450,128500,125000,125000,125000,125000,123000,115000,119900,119900,120000,119450,114900,110000,110450,112200,119900,119950,123450,124900,124900,118950,119000,118000,119000,119900,119000,121450,119900,124950,125000,129450,131000,130000,130000,129900,130000,129900,125000,124900,124900,129900,129900,130000,130000,129900,130000,133250,131750,129900,127000,125000,124900,128000,129900,134949.5,135900,135950,134990,135900,133250,134900,130950,129900,129900,135000,139000,142900,139000,139900,142000,143950,139000,137000,137000,135000,137500,135000,147885,139950,147900,146721,149000,145000,142950,139950,139900,139900,138000,135000,138000
"Statesboro, GA",474,154900,151450,154900,155900,155950,156000,157000,155800,154900,149943.5,149900,149900,149000,149000,147999,149000,148950,149000,149000,149900,149900,149000,147749.5,146500,144000,144000,142900,142700,139900,139900,139949.5,137900,139900,139900,139900,142499.5,144999,139947.5,139950,143000,142500,140000,144000,139900,139900,139900,139900,139500,139900,139900,139900,140000,139900,139900,137900,138650,139000,140000,139900,139900,139900,139900,139900,139900,144900,144900,143000,145000,142350,140450,141500,144900,141900,145900,149000,149900,159000,157700,159000,159900,159900,162950,162500,159994.5,162900,159900,159900,162900,159900,159900,159900,164999,168150,164500,159900,159000,159900,152000,152850,149900,159900,159900,159900,159900,160000,159900,164200,169900,170900,169900,174900
