"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03"
"Crestview-Fort Walton Beach-Destin, FL",187,299900,299000,299000,299000,299000,295000,289900,289000,279700,275000,279900,275000,269000,279000,275000,275000,275000,275000,279000,285000,287900,279900,279000,279000,269000,269000,275000,272500,259900,259000,259900,253900,252500,229999,262900,260000,263000,259000,265000,269250,269900,275200,279900,284900,285000,280450,285000,279900,284900,279500,297175,296307.5,299000,299500,299000,297860,299900,294900,292000,297600,297000,299000,309900,304000,305000,299900,309900,3e+05,308900,299000,304000,309900,321245,325000,329000,339500,344700,352400,349900,355000,369000,365000,374995,379548,378000,372585,373900,372500,375000,388900,399900,399000,397000,399500,399000,398950,387000,389900,382600,395900,387600,384000,379900,383900,389000,389000,384900,395284.5,398000,399000,419900
"Topeka, KS",188,124500,127250,125975,129500,130000,129900,129900,129900,129900,125900,120950,117500,115000,117250,119900,119900,121000,124900,125250,125000,124900,120000,119990,117000,114000,115000,119900,119900,118900,115000,109950,109900,102425,105000,104950,104950,105000,109950,114900,117587,117000,114950,115900,114900,114900,110000,109900,109900,105300,107500,109900,115000,115000,116900,119000,115000,114838.5,114000,107925,104900,107700,109900,110000,114200,114900,115000,115000,116500,116900,120000,115000,106950,104950,109700,109900,114900,114975,119900,119900,115000,119000,119900,114900,109900,109900,112000,120000,129000,129900,130000,124900,119900,117000,119500,115500,112650,117903,118450,124900,129700,134950,137500,137000,129900,129900,129900,119950,122500,124900,123000,129900
"Macon-Bibb County, GA",189,,,,,,,,,,,,,,,,127500,129000,129900,129000,124900,124900,119900,115000,114400,114900,114375,114900,114900,114000,114900,112000,114900,114900,114900,116700,114900,115000,115000,115000,114900,115000,115950,120000,119900,124900,119900,119900,119900,119000,119900,124900,128900,129500,129000,129900,129000,129000,129500,129900,124900,129900,129900,129900,129900,133700,132950,129900,129900,129000,128000,124950,124900,129000,127000,129900,134900,135000,137500,139950,138000,132500,131750,134900,135000,134900,135000,141950,145550,149900,149950,149500,150000,147500,147000,144900,141990,141990,140000,145000,148500,149900,149900,149900,151000,152700,150000,154034,149900,145000,147700,150000
"Champaign-Urbana, IL",190,153200,154900,154900,152900,151900,150000,149900,150000,149900,147900,145000,144900,143000,139900,139900,139900,139900,139900,139900,139900,139900,134900,134750,134900,132900,131500,135000,134900,134250,134900,129900,129900,129900,125900,124900,122000,120000,124900,127900,127700,126900,128850,129900,128900,124900,123000,124900,122900,119900,121900,124950,129900,129900,129900,129900,129900,127900,129900,125000,124900,123900,124900,130000,132700,134900,132500,134900,134900,134900,134900,138000,134500,134900,139000,139900,147900,142900,145000,146900,139920,145000,140000,140000,139900,140000,139900,145900,149900,155000,155000,154900,150000,153500,149900,148250,147500,147500,152000,155000,159900,164900,159950,157500,156000,158000,155000,152500,152700,150000,154250,157500
"Tuscaloosa, AL",191,169900,169450,164900,163900,164500,164900,164900,159900,159900,157500,159900,157700,159900,159900,159900,159900,159900,161450,160900,159900,164500,161900,154900,150700,153000,149900,149900,153900,155900,159000,155900,164900,165900,166400,169900,169900,166900,164950,172450,174900,179900,174950,179700,179900,189900,186500,189900,189900,189900,194725,197625,198500,194800,193400,189900,189900,198900,199900,199999,195000,194900,189900,187150,188900,189900,189900,189900,189900,189900,189900,179900,179800,175250,169000,172950,178500,175700,174900,174900,174900,175000,179900,179900,179900,179900,173950,179197.5,179900,185000,189900,192000,196145,189900,187950,184900,184900,184900,188000,184900,190000,189900,197000,198900,195900,199900,194949.5,194950,199525,194900,192900,195900
"College Station, TX",192,179000,175000,174350,174900,175000,174900,174250,174900,175000,174900,173900,169900,165000,164900,164900,159900,159650,159000,159900,159900,160000,159900,159500,159900,159500,159900,159900,162900,162000,162000,162900,162700,164900,164950,162250,163900,162900,162500,163900,164900,165000,168500,169900,169900,169900,169900,165000,169900,173000,173050,167400,173000,184900,179900,179400,189000,192400,189700,189950,192900,193800,199900,203800,219555,219800,219900,237500,239900,241800,239900,251700,260800,249900,229500,229000,239900,239900,249900,259900,269000,269900,265000,264950,279250,285000,284000,290000,295500,289900,294900,284900,285000,289900,279900,278750,269000,265000,268999,259900,259900,255900,256000,257000,260000,260400,258000,259900,257750,249700,248200,249900
"Sioux Falls, SD",193,162500,160350,159900,159750,161450,164825,164900,164900,159900,158850,157900,152900,153950,152500,149900,149900,154900,149900,149900,149900,149500,149900,149900,149800,149900,149900,154000,154900,154900,152900,151900,150000,150000,151950,149900,149500,149900,155900,158400,159900,163900,165000,164900,164900,166900,164900,164900,162900,160500,165000,169900,169945,174400,174900,175900,179900,183000,182500,179900,179900,180000,184900,189900,199900,212900,212900,219900,207546,199682,189900,189900,189805,194900,192162.5,199600,204900,209900,210250,209900,209000,209900,209900,210000,209900,209900,209900,209900,214900,216900,214900,219900,219900,219900,224900,224900,222800,224900,230000,234900,235900,234500,229995,229900,224900,220000,222800,224900,224800,228500,227900,229900
"Charleston, WV",194,136600,135000,135000,134000,135000,135000,134500,142500,144450,144700,139900,129250,125000,125000,129000,134900,138000,139000,138750,138000,139000,139000,129950,126900,127900,124783,125000,119900,127250,129900,126950,125750,122000,125000,125000,122000,124900,124500,125000,125900,127500,125000,129900,129900,125000,124900,119900,119900,119900,120000,120000,128200,129900,130000,134000,129900,129900,134900,130000,129949.5,129900,129900,130000,129900,129936.5,129999.5,129900,129900,129000,129900,129900,127900,129900,129900,129900,133200,134900,135000,135000,135000,132900,133450,129900,129900,129900,129900,129900,134500,135000,139000,139900,139900,139900,135000,135000,130000,129900,129000,132100,135000,135000,134900,135000,134900,135000,129900,130000,129900,129900,129900,135000
"Appleton, WI",195,154500,153900,154500,154650,149900,154900,157900,155000,149900,149900,149900,144900,142900,139900,139900,139900,139900,139900,139900,139900,144900,140900,139900,139900,139900,139900,144950,144250,143900,144900,147250,144900,141950,139900,139900,139900,139900,139900,139900,139900,144900,147900,145900,142900,139900,139900,139900,137250,139400,144000,148950,149900,149900,154900,154900,154250,149900,147900,149900,149900,149900,159800,159900,159900,164700,164900,164900,164900,160200,159900,159900,155000,164900,167500,167700,168900,169900,169900,169900,169900,169900,169900,169900,169900,168900,167500,169949.5,180000,184800,179900,180750,179900,184950,175450,174900,175250,188450,189950,198950,199500,195000,194900,199900,199900,199900,199700,198500,197900,207450,209950,206450
"Chico, CA",196,244600,249000,239500,230000,235000,235000,229950,229000,225000,213250,2e+05,199000,195000,195000,191000,189000,195000,199900,199000,195000,195000,191900,189500,185000,180450,179000,176000,175000,185000,195000,199000,2e+05,2e+05,199900,199000,199900,212000,219700,219900,219950,234700,239000,238250,240000,240000,242500,249000,244995,235000,230000,239950,249900,255000,252770,259000,259000,259000,249995,249500,250000,249900,254250,259000,260000,265000,265000,259950,259000,259000,259000,262950,259900,262000,269000,269000,269700,279000,279900,279000,279000,287250,285000,285450,286900,280000,280000,289000,289000,290000,289000,289700,289000,289000,289000,295000,289000,285900,295000,305750,306500,3e+05,299900,299925,3e+05,299000,299000,305250,325000,324950,325000,329500
"Charlottesville, VA",197,289900,289000,285000,285000,285000,285000,282000,279997,279900,279972.5,279900,279000,275000,275000,275000,279000,279000,275000,275000,274900,270000,269900,269900,265470.5,269000,269900,270000,279900,279000,275000,264900,269990,269000,275000,265950,264900,276200,278500,289500,287990,292015,289900,294990,289000,289900,292745,299000,294900,289990,297995,299900,299900,299900,298000,295000,293910,290412.5,290995,299000,299750,299000,309000,308000,312900,317500,317500,319000,319900,320000,319900,315000,314972,319900,315990,324900,325000,325000,324900,324995,325000,330000,344250,359000,341900,340000,349900,359990,369500,375000,369990,374379,375000,384990,389900,381242.5,374990,370000,377000,364990,362766,370000,369000,359900,350000,359900,362990,369000,362850,365000,380065,385000
"Claremont, NH",198,239000,235000,234900,229900,230000,230000,235000,234900,234300,239000,239900,239450,239000,239900,240000,238700,239900,239000,239500,239000,238000,234560,229000,229000,229000,228500,229000,219900,224900,219900,219900,220000,219825,219900,219900,219000,219999,220000,224900,225000,225000,225000,227500,225900,228000,225000,224500,224500,224500,219900,225000,225250,225000,225000,225000,224000,222450,219000,219000,219000,215000,219900,219000,219900,224900,220000,219900,219900,219000,219000,219000,219000,214900,215000,219500,220000,225000,229000,229000,225000,224000,225000,224500,224000,225000,224900,225000,229900,238400,237400,235000,232250,234900,235000,239500,239500,239995,249000,245000,239995,239995,243500,240000,243500,249500,249900,249011,249900,250000,259000,264900
"Barnstable Town, MA",199,445000,444900,439900,429000,425000,424900,419000,410000,406750,410000,399900,399900,399900,399500,399900,399900,409900,409900,409000,409900,399900,399900,399000,399000,399000,399000,399000,399000,399000,399900,405000,407000,411250,414500,415000,414900,414950,420000,425000,425000,425000,429900,439000,429900,438500,429900,439900,440000,435950,429900,440450,439900,435250,439000,434250,434900,430000,435000,439000,435000,439900,432500,439000,439900,449250,449000,449700,459000,450000,449900,455000,449900,449000,450000,450000,460000,469000,469900,479000,482400,479900,479000,479000,475000,479000,489000,480000,493200,485000,484950,499000,499000,499900,499000,499900,519000,519000,499900,499900,499500,519900,519000,510457.5,499900,499900,499000,499000,499000,499900,499500,499000
"Longview, TX",200,169000,169000,164900,162500,165000,167500,165450,165000,165000,165000,168500,165000,164800,165000,165000,164950,165000,164900,163950,164900,165000,161950,163900,165000,159900,159900,159900,162000,159900,160000,159900,159900,159900,159900,159900,159500,156000,158000,159500,159500,159500,159250,159900,159250,155000,159000,159900,159900,159900,164000,164000,168500,169900,169900,172000,175000,173500,170000,169900,169900,169900,169900,169900,171900,173450,174900,175000,175900,179500,177500,179900,179000,173950,175000,175900,179000,179900,180000,180000,179000,175000,169950,174900,172500,168000,167500,164500,168900,169500,166750,167500,168900,168900,165000,165000,167000,164900,160000,162500,164900,165000,169900,170000,169225,169000,169500,169900,170000,172544,174000,179000
"Burlington, VT",201,259000,259000,259000,259999.5,265000,265000,260000,254900,249900,249900,249000,239900,239900,239000,238950,239900,239000,239900,242000,242000,239950,239900,239000,234900,234950,234900,239000,239000,240000,249000,249500,248950,243900,240000,235000,234900,235000,239900,244950,244900,249000,249000,249000,249000,249000,259000,258950,257950,253500,255000,259900,259900,269900,269900,264500,265000,260000,259900,259900,259900,253450,262450,264950,264900,265000,269900,269900,270000,268000,269900,269900,269900,265000,262000,269700,269900,269900,267000,264900,273900,273700,275000,275900,277350,279900,280000,279900,279450,279250,279500,285499.5,281950,289000,280000,289700,285000,285000,289000,279000,289950,293950,295000,309000,309000,309000,307450,305000,305000,319000,309900,319000
"Prescott, AZ",202,260000,249900,249900,248500,248800,239900,239000,244900,239500,225000,226500,224900,215000,210000,215700,219000,219900,220000,219900,218500,217500,215000,210000,209000,209900,209900,214900,214950,215000,215000,212900,209844,207900,199900,209900,207500,212000,224900,229000,238900,237000,239000,240000,245000,249727,259000,269000,269000,269000,270415.5,270015.5,278900,285000,288400,279900,279000,279000,271432,269900,269900,273000,269500,273000,278600,285000,285000,285000,279900,280000,284900,284900,279900,281000,285000,293000,299900,299999,3e+05,299900,3e+05,312041,322870,324900,324900,324900,325000,329500,338686,339500,345000,345000,345000,349900,349900,359000,362753,359000,350000,349900,355445,364900,360000,364395,362500,365000,369000,365000,368950,369900,369999.5,369949.5
"Springfield, IL",203,129900,129900,124900,127900,127900,129900,127900,124900,119900,122200,119900,117000,119900,119900,119900,119900,124500,125000,127000,125000,129000,129500,124900,119900,119900,121950,128500,129500,129500,124900,125000,129000,119900,119900,119250,121200,118950,119900,126950,122700,124500,122000,119900,119900,119900,118000,115450,117900,117200,119900,134450,137250,132500,134900,134900,132250,129900,132950,134900,134450,128500,129900,133500,139900,145950,149900,149700,149500,147500,147950,144900,144900,142000,144900,149900,154700,152500,151000,145900,140000,143500,148500,144250,139000,138750,139900,145000,154900,164900,165250,157000,154900,149900,147150,140000,139900,137900,139900,144900,143500,143900,143500,139900,143900,145000,144900,139900,134900,130000,134900,140000
"Tyler, TX",204,197500,190000,189900,189900,195000,195000,189900,188000,188000,187000,184320,179900,179900,179900,184900,189350,192000,189900,189900,189900,189000,186000,179900,184900,182000,179900,179900,179000,179900,179650,178150,169900,175000,174500,169900,169900,169000,169500,169900,172000,174900,175000,175000,174420,178750,174750,172838,174625,177950,189825,189900,195000,195000,190000,190000,189500,189500,183000,182500,179900,185000,188000,189500,194700,199900,199700,199900,199000,199500,203000,204700,195250,199900,205000,214900,215000,220000,224900,224900,225995,225000,229900,226500,229000,224900,224950,224950,235950,234900,235000,235000,237500,249900,249000,242500,239000,239000,238000,244125,249900,250000,248800,239900,239900,244000,239900,248900,249900,248900,249900,247500
"Las Cruces, NM",205,215000,214900,209000,210000,214900,209900,213250,208800,199500,199900,199000,195500,197000,194900,190000,189900,189900,187950,187900,180500,184000,177000,173500,169900,168950,169000,169900,169625,168500,167500,165000,165000,165000,168000,166200,169000,169900,178500,179990,181350,188250,184000,179900,179900,175000,175000,175000,175000,177900,179000,178750,179900,179900,178250,179900,179900,179949.5,179900,179000,175000,179500,179000,178700,183950,186945,189000,188000,185000,184945,185000,186000,180000,184450,185000,182000,183975,182000,185798,188428,187950,189416.5,193250,193250,193500,192500,197165,195467,199500,194000,195000,199000,197143,199900,199500,2e+05,201000,202395,2e+05,198750,2e+05,202950,201990,199995,199000,199000,199125,199000,199159,199950,199900,204500
"Fargo, ND",206,162500,159650,159900,159900,164900,169000,164900,164900,159900,159000,154900,154900,154900,149900,149995,154900,159850,157700,154900,154900,154900,150000,149900,149900,148900,149900,149900,149900,152500,155000,154900,159900,156800,155119,156800,154900,155000,155000,158000,161900,165000,164900,168900,167000,165000,169900,172000,170350,179900,188072.5,189900,187900,204042,204900,194900,195500,199900,214685,215719,225370.5,218400,219000,217950,219900,234950,238500,230000,235000,235849.5,239000,239900,239100,242550,242400,244913.5,243277,250000,249974,250350,249900,248900,243150,244787.5,249000,249650,249900,255000,256854,256427,250000,249900,247900,242500,246200,245900,247300,249000,249000,245500,249900,248350,245000,245000,244557,242995,245000,242814,244252.5,244995,245000,245325
"Houma, LA",207,165000,159950,161750,164900,165000,169250,168000,165900,168000,167500,165000,162250,162250,164500,164500,160000,160000,160000,159900,155000,159700,159900,160000,160000,164900,167000,168000,168000,165000,160000,160000,165000,165000,165000,164000,160350,164500,164750,165000,168000,167500,168000,169900,169000,169500,169900,167000,165600,165000,165000,167000,168000,167250,168700,169000,167000,168000,175000,175000,175000,175950,178500,179000,179000,176900,175000,175000,169900,165000,169700,165000,165000,175000,181000,189000,185000,183750,184500,185000,184500,184500,185500,179900,180000,175500,175000,179000,180000,179900,179900,179900,179250,175000,175000,174900,174900,175000,175000,175000,178000,179000,175500,176000,178236,179500,184000,185000,185000,185037.5,185000,184900
"Rochester, MN",208,160067.5,164900,160000,159900,161000,159900,155450,155000,156450,154900,154900,149900,144900,149500,149900,149000,149900,149250,149000,145000,149000,145000,140900,139900,144900,149900,149900,149900,149900,150000,149900,150000,154900,155000,157500,149500,149900,150000,154900,149900,153000,155900,156450,155900,150999,154900,154900,149900,149900,159900,164900,164900,169900,169900,169900,169900,167900,169900,169900,169900,169900,174900,184700,187500,189900,189900,189900,192000,195950,197480,199500,195950,194900,199500,209900,219900,209900,205000,207900,207500,210000,214900,219900,219900,189900,214900,220000,229000,221900,224900,224900,229900,229900,228900,229900,229900,229900,229900,240000,249900,249900,249900,249900,245000,239900,239900,239900,239900,250000,255000,259900
"Florence, SC",209,159900,161950,155700,155000,154950,158500,154500,158500,155000,155000,154900,149900,149000,134950,149900,149900,149900,149900,149900,149000,148450,149000,144900,139000,139900,139000,139000,139900,139900,139900,139900,139900,137100,135000,135000,134900,134900,130950,133450,134900,135000,137900,136900,137200,137200,137500,135400,135000,134500,134300,135500,139900,139900,139900,139900,139900,139900,139900,141250,139900,139900,139900,144900,145250,149900,149900,159000,154900,152900,153000,149900,149900,149000,149000,147200,149900,152900,153500,154900,149900,149900,149600,148500,148750,149900,157000,159900,159000,161000,169900,169900,165387,162750,159900,159900,164500,159900,165000,168881,167900,169381,167900,169900,172717,174500,172500,165450,164950,159900,169900,173100
