"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06"
"Alleghany County","VA",,"51","005",1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156100,142500,137200,138500,129000,129500,142500,159500,139900,135000,130000,122250,125700,130000,127500,126000,124500,135000,157500,157500,149000,149900,146500,139900,129900,125000,125000,125000,119900,122450,117450,118000,119900,124900,130500,138000,143500,135250,132500,141900,138950,125000,139900,145000,139000,142450,139900,149900,134500,127450,129900,134700,149500,139900,137500,132225,125000,142500,149200,129700,135000,139900,139900,139900,135000,149000,157500,140000,142500,134000
"Brooks County","GA","Valdosta","13","027",1878,,,,120000,123450,115000,126900,117900,121450,126900,128700,129900,124750,126900,122500,123500,130000,139450,139900,124900,124900,122500,123700,124900,119900,127200,139900,129900,129900,117180,116090,116090,135500,129900,134950,149900,142400,142400,133800,130000,130000,132450,139900,139900,145000,144900,144950,145000,145000,148500,130000,124900,124900,112000,111712.5,129700,121925,120925,118500,116500,110000,110000,114500,112450,112450,110000,109950,110000,123400,129900,135000,139450,136000,139900,139900,135500,135000,135000,139450,132450,129450,129900,119950,119900,124900,129900,129900,139900,149900,144900,149000,143700,142900,143700,136500,139423,136500,133382.5,133950,126250,124950,125000,119950,115000,128500,119900,119900,120000,135000,135000,139000,132250,129250,134950
"Kanabec County","MN",,"27","065",1879,143200,136500,140000,139000,139450,136500,136500,134000,129900,124950,129900,124900,125900,109900,123950,134900,123000,132400,124900,124900,115000,119450,115000,115450,117200,109900,110000,116400,124200,125000,129900,114900,119900,114900,114950,99900,94900,109900,114400,114950,119450,129000,132000,133450,129900,122400,119900,115000,122200,139450,129900,125450,139000,140000,149450,139900,139755,139377.5,136000,133000,124900,119900,126400,146400,163450,164900,149900,143700,137900,139450,141200,129900,129900,129900,129900,145450,154900,154900,149900,147400,144900,149900,162400,149900,149900,147700,148525.5,164900,164900,160000,159900,172450,159900,159900,152400,160000,162450,169900,166450,170950,179000,174900,185450,165000,164900,165900,169950,180590,191162.5,169900,151000,157000,175000,166450
"Richland County","IL",,"17","159",1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,114450,129900,126000,113750,99900,98500,99900,99900,99900,94900,94900,94900,94950,94900,94000,94000,90360.5,94700,89900,89900,89900,89000,87500,85000,85000,85000,85000,98450,99900,99900,109900,114900,103900
"Vermillion County","IN","Terre Haute","18","165",1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92000,89900,105000,94900,89900,74900,84900,74950,71250,66000,66900,66900,70000
"Park County","CO","Denver-Aurora-Lakewood","08","093",1882,259900,267000,259000,256250,250000,249900,249900,249900,239900,239900,239700,239450,238475,235000,235000,234900,235000,234000,230000,234000,234500,230000,229900,229900,228450,225000,228950,224925,219990,219000,215000,211900,211250,199900,192500,195900,199900,215888,225000,237500,249900,249000,239000,244950,245000,239400,249888,247444,249900,249450,250000,258500,249900,250000,254950,255000,259000,255500,259000,259949.5,259950,264900,267500,267500,285000,288250,295950,299000,299900,299900,324250,335900,343000,350000,339000,342400,339000,336000,329900,329000,330000,333750,339900,339900,335000,342450,345000,345000,344900,349900,349900,349450,344445,350000,369900,375000,375000,379000,379950,389000,385000,386900,380000,389000,387450,385000,384950,389950,395000,399000,399900,397750,399500,409250
"Aitkin County","MN",,"27","001",1883,229500,219900,219450,219000,222400,214900,209900,211950,214450,208450,205000,195000,195000,193500,192450,199000,199900,219000,199900,199900,201500,194900,175000,163950,159000,160000,172250,169977.5,169900,172500,175000,175000,175000,172400,169900,169900,169900,182000,183400,179900,179900,169900,169900,169900,167500,169900,169900,169900,175000,177000,187500,189000,192000,197000,194900,185000,184900,177900,173450,169000,160000,159900,187750,185000,189900,195000,199000,195000,195950,197000,190950,185900,185900,189900,195445,189900,194000,198000,192500,189700,189500,189450,184900,179000,179000,180289,192500,199450,199900,199900,199900,199900,199500,189700,179950,182950,175000,179900,189900,190000,195000,192000,198900,194000,194500,193900,199900,185900,182700,191900,219290,202449.5,199900,210000
"Ashland County","WI",,"55","003",1884,117500,115000,109000,104000,109000,109900,109900,118500,119000,120000,119000,110500,121000,119900,118950,115000,115000,122950,119900,119250,119250,119900,124900,129000,129000,132450,130000,124900,129000,129000,119000,114000,119000,112250,102500,99250,114000,112000,113750,119450,124000,125450,124900,124700,120000,119900,117500,115000,119250,119900,119000,119500,125000,125000,125000,120000,124000,129900,132500,135000,135000,129900,123900,129450,125000,124500,117500,114900,115000,119900,119900,119900,119900,120000,125000,126250,124000,121750,124900,129500,121000,121250,122750,124000,119900,109900,107950,116500,124000,129000,129000,126950,129900,129900,134900,139000,147999,151900,145000,147900,139000,144900,139000,139000,139900,137900,140950,139900,140950,140500,150000,159900,159000,149700
"Baker County","OR",,"41","001",1885,,,,,,,,,,,,,,,,,,,,,,,,125000,125000,125000,126500,126500,126900,132500,132500,142500,149000,160950,169500,165000,165000,164900,169250,169700,169500,165750,166500,166500,165500,165000,169900,169000,166500,164750,156000,159900,139900,144200,160450,161500,155000,152500,155500,159900,149900,159000,159900,154900,159900,159950,159900,157500,151250,152500,149900,154900,154950,154950,161650,159900,160000,165000,165000,165000,156000,152400,149900,158950,161500,161500,169900,169900,169900,159900,165000,169900,174950,169900,178000,169900,179250,174900,197000,199900,199000,199500,197225,199500,199900,204950,215000,210000,182750,202000,215000,220000,226000,225000
"Hill County","MT",,"30","041",1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182000,176900,176900,180700,189000,205000,205000,209950,209950,193000,215000,220000,210000,222500,212450,220000,220000,188500,175000,186500,188500,185000,186000,188000,189900,189950,189450,180000,180000,179000,176950,170000,174900,174900,172450,182400,205000,192500,195000
"Clay County","AR",,"05","021",1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72400,67000,68000,71450,73000,71025,72500,72500,73500,72500,74995,74250,71750,65000,73250,69900,69900,74250,67250,72500,75000,69900,69900,69900,69900,72500,75000,75000,70950,69900,69900,71000,68500,68500,68500,68500,69200,68250,65000,60000,59575,60000,64900,65000,72500,79900,79900,75000,75000
"Redwood County","MN",,"27","127",1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94900,89900,98000,91000,89450,87000,95000,102400,99900,92000,88750,89000,99900,89900,97900,105000
"Greene County","GA",,"13","133",1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399999,409950,419000,415000,429000,439000,439000,444000,429900,429000,429000,419000,399900,419000,425000,449000,469450,449000,452000,439000,429000,424900,429000,439000,435000,399500,409250,399000,399900,420000,435000,435000,439000,427250,449000,469000,456500,449000,475000,467000,470000,464500,454000,449950,449000,449900,449000,465000,469000,449000,459000,475000,474950,475000,469000,465000,472450,465000,482000,485000,482500,469500,489000,489500,499000,525000,495000,525000,529000,529000,499900,488000,499000,499000,495000,460000,499000,495000,525000
"Bamberg County","SC",,"45","009",1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132000,129900,127499.5,109450,117000,137499.5,145000,125000,123250,119000,125000,125000,145000,159450,132450,132450
"Casey County","KY",,"21","045",1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146950,154350,149950,145000,145000,127000,129000,129900,129950,145000,149000,149900,150000
"King William County","VA","Richmond","51","101",1892,209925,207425,209900,195000,199925,199900,199475,199950,199950,196900,189950,189000,189950,189950,198999,198500,195225,206900,204900,204950,201000,199950,199950,201000,189887.5,189000,184950,179950,189500,185000,189500,186250,182500,184000,184500,185500,184500,185750,186300,186300,185625,188400,188800,188150,188800,188400,189200,189400,189000,183750,185925,186300,187050,181225,179950,183900,184900,186900,188850,185000,184950,184950,189000,187322,189950,188700,186000,186000,189925,185950,189387.5,186825,184900,184900,183500,188325,191970,199900,194950,191970,198950,199900,202910.5,194585,189950,191135,199950,209990,216500,217700,214900,203970,209950,209950,214900,215474.5,209950,214900,209950,219287.5,219950,227450,224700,229400,229950,229950,230325,229000,229950,229725,219950,222425,224975,225000
"Page County","IA",,"19","145",1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,89900,89900,89900,79450,75000,80000,80000,79450,69900,74900,78000,80450,81450,79500,78000,69500,69500,69900,69000,68500,69900,77400,87500,87500,87000,86900,87000,85000,79500,80950,83750,84900,88500,86750,94900,108250,108250,99900,82450,79500,79500,80000,80000,93222,92000,92000,92000,92000,88500,88075,86900,90250,93222,97000,99250,89900,89900,86700,80000,88900,89900,93722,98700,95250,92222,89950,89900,94722,94722,95000,89000,83500,85500,85500,86250,85000,80000,82500,85000,85000,82000,79900,80000,85000,85750
"Washburn County","WI",,"55","129",1894,189900,189900,199900,199900,209950,2e+05,199950,199900,199000,195000,196200,189900,181200,179900,185000,189900,189900,199000,198500,195000,189900,189900,189900,185000,174900,170900,170400,170400,174900,169450,169900,150000,149900,149900,142500,129900,145900,155000,164900,174900,175000,179000,179950,179900,177000,179900,175000,169990,169995,169900,169900,169900,179450,179000,189900,189900,192500,199900,195000,179000,179000,179000,179000,184950,189000,187000,175000,179900,174900,174900,174950,169900,169900,169950,175000,192400,199900,199900,199900,199900,199900,199900,199000,189900,189000,184900,189000,189900,198950,199450,199900,199900,199900,209000,208000,202450,207000,199900,199949.5,219450,215000,212000,210500,219900,210000,205000,225000,229900,225000,235000,224900,229700,229900,229950
"Arenac County","MI",,"26","011",1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,110000,109950,109900,115000,94750,93400,94500,89000,89450,94200,102400,115000,110950,119500
"Carbon County","WY",,"56","007",1896,136000,136000,134000,138450,149000,148250,146900,148400,145000,144950,149450,142950,134450,139450,139000,139000,139000,139000,142400,136000,145900,143900,138000,145000,149000,142750,146800,150000,152300,150000,163500,159450,159400,153500,153000,159950,152000,150750,147500,155000,160000,167000,163000,160000,159250,160000,155000,151000,152000,146000,155500,159700,169700,169950,175000,185000,175000,160000,159000,158900,159900,164500,186500,184000,179000,179000,177500,175000,170000,171000,181450,172450,169000,162950,174000,181450,189950,189000,190000,189000,190000,190000,199900,189500,194950,194900,190000,189000,189450,190000,190000,190500,189000,180000,172500,179000,172450,173000,169700,177000,175000,169000,175000,185000,184900,179900,180950,183450,175000,173500,173450,178950,179000,181000
"Harrison County","OH",,"39","067",1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91400,79900,79450,79500,80000,82500,80000,88950,88000,89900,99500,104900,99000,99500,98000,94900,94900,92900,90000,90000,98750,96750,89900,95000,89900,88450,82250,79949.5,78900,83750,96900,99700,99900,89900,99950,99950,105000,99900,99900,94600,92700,92500,89400,99250,95000,89900,87500,75000,79900,79000,79900,80700,85000,85000,80000,88950,95450
"Gulf County","FL","Panama City","12","045",1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258950,272500,279000,272500,287000,289000,294500,279500,279000,274000,288000,299900,299900,299900,299000,315950,325000,319000,315000,325000,329900,330875,330387.5,329900,343900,349900,339450,339900,339000,335000,350000,329900,299900,329000,309450,329000,299900,342500,359900
"Nottoway County","VA",,"51","135",1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137750,128750,150000,149000,149500,149000,131000,127500,127500,132500,123700,124450,123700,129000,130000,128250,144450,137400,139947.5,133200,129900,134900,139837.5,144000,139700,139000,139000,139000,138450,137900,134900,122000,118389.5,115444,114995,132450,134900,139000,151950,132400,136950,129000,134900,129000,134450,129000,129000,136450,121000,134900,132400,139500,142000,149000,142200,142250,139700,124000,140000,149900,149900
"Marshall County","OK",,"40","095",1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198250,188700,167500,178000,178500,169000,169000,151950,159500,184450,189000,179900,199250,194000,199000,185000,179000,175000,165750,179900,189900,219000,224000,217000,219000,217000,219000,217000
"San Juan County","WA",,"53","055",1901,780000,747750,747750,729000,699000,699000,699980,714500,7e+05,699000,699000,695000,695000,695000,695000,650000,632485,625000,622000,599000,599000,595600,592000,565000,549000,549000,582450,550000,549950,549000,584500,595000,595000,599000,599000,599000,635000,635000,635000,638500,637750,632250,599000,599000,595000,595000,586500,595000,595000,588000,592000,582500,610000,625000,625000,624500,645000,668000,695000,710000,720000,7e+05,688000,679000,679250,678000,682200,674900,678000,675000,675000,679900,649000,650000,648000,642500,625000,648500,636000,599900,639000,649000,649500,649500,650000,695000,695000,695000,695000,699450,695000,695000,695000,695000,695000,695000,710000,699000,669000,699000,750000,725000,699000,695000,697500,699900,739000,739000,739000,732000,746850,742000,7e+05,7e+05
"Hale County","AL","Tuscaloosa","01","065",1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,129900,129900,127900,129900,125000,122400,115000,113400,114900,114900,119900,129700,134900,139900,139900,139900,137000,135000,131700,124900,119900,109900,109900,110000,122200,129900,132500,132500,129400,129900,137450,137400,145900,139900,138900,144900,140000,144999.5
"Madison County","IA","Des Moines-West Des Moines","19","121",1903,178950,174900,169900,179900,184900,174950,175000,175500,179000,170400,161900,159900,150000,152000,165250,165250,169900,160950,159950,159950,160000,154900,154900,158200,154900,152500,159950,158800,154950,160500,159900,162500,161000,159900,159950,166500,154900,154900,154900,159450,159900,159000,165450,159000,159000,160000,149900,143250,132000,147000,166000,165000,175000,165900,168650,165000,165000,169500,175500,159900,169900,189950,190000,195000,195400,195000,180000,189900,179950,189900,189900,189450,190000,197500,227000,214250,229450,229900,225000,221200,221200,229500,239000,272500,270000,230000,219950,222500,220000,232000,232000,222400,222700,233000,220500,229000,210000,210000,212450,213700,225000,238000,225000,222696,225000,225000,227500,225000,228200,219900,209900,209950,204900,194500
"Hamilton County","IA",,"19","079",1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,100450,94750,92200,98900,99900,89500,93500,99900,104500,115400,98500,102450,102450,98900,96250,97500,111000,119450,125000,119900,119900,122250,139000,139000,145000,138500,114900,121450,139950,144900,139900,139900
"Dent County","MO",,"29","065",1905,119900,119900,119900,129500,124750,129500,119700,118000,102400,118000,118500,106700,99000,92500,92250,94900,99000,99500,105000,108000,99900,109900,112500,106750,106500,99900,115000,124500,108000,109000,99999,99500,99000,110000,109900,99500,94750,99000,99000,97900,99000,99900,102400,99900,99900,99000,99000,94950,98500,93900,95400,99450,114950,112450,119500,119000,115000,112450,105000,99000,99000,99500,99900,109000,106500,99700,1e+05,105000,98500,98000,95000,93000,95000,95500,95000,95000,98450,97750,99000,99500,99700,96000,93750,93250,89950,93500,99000,95000,99900,113450,114900,114900,114900,115000,119000,117000,119900,115900,119900,122500,118950,125000,125000,125000,119900,119900,110700,114900,112900,115750,125000,130000,129450,129900
"Park County","MT",,"30","067",1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282275,299000,329000,288000,289900,289900,293750,299000,329000,349000,350000,394900,385000,385000,375000,369000,365000,347250,364750,350000,349900,359500,346250,311750,334450,324500,316950,325000,343450,350000,373900,359000,329000,329000,330000,357500,399250,371700,399000,399000,399000,399000,394000,379950,399000,409750,420000,404500,420000,449000,4e+05,399500,399000,399000,399999,399000,397500,404950,399000,377500,395000,399450,398000,389000
"Roseau County","MN",,"27","135",1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,149900,152450,156950,157000,159000,159000,149900,145000,132450,124950,123400,125000,129900,135450,132200,129900,129900,129900,128700,125000,123000,129450,127000,131950,139900,141000,139900,139900,146000,149400,147450,149200,147900,149350,143900,151250,153700,153700,152000,144900,144900,142950,144900,142450,139700,149900,170950,169900,154900,149900,148200
"West Feliciana Parish","LA","Baton Rouge","22","125",1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359900,352000,335000,332450,335000,348900,335000,340000,353450,350000,365000,365000,353000,362000,359000,329900,320000,315000,317000,329900
"Mitchell County","NC",,"37","121",1909,199000,198500,196500,189950,189900,189500,197000,179900,179500,179950,179950,178000,174000,174500,176500,175000,175000,169750,174000,169950,169900,179000,179900,179900,180000,184000,175000,179900,185000,179900,189700,189950,179900,185000,182000,184500,185000,189700,188000,189500,185000,188850,188850,181500,189900,193000,189700,187000,185000,180000,170000,167500,184650,187900,184400,184450,183450,178500,179900,184000,180000,187000,189000,189000,185000,189000,189000,184800,186950,189700,191000,185000,190450,195000,195000,193500,198250,198750,199900,199000,199000,199900,199900,199900,199900,199900,199900,199900,199900,217000,219000,208950,215000,210000,199950,199950,191950,189450,189450,199500,199900,215000,204200,201700,219900,216500,224950,227000,224500,224500,216500,225000,229900,235000
"Macon County","MO",,"29","121",1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118000,124500,125000,123750,119900,119000,118000,119000,129900,127950,139250,129900,129900,125500,137500,142450,124700,131200,135200,147200,149700,169500,146250,145250,145250,144900,143900,140000,149700,145700,137500,149394,144500,139900,137500
"Grayson County","VA",,"51","077",1911,159950,159900,160000,159300,159900,160000,160000,159150,159900,165750,166950,169000,178000,169250,181000,179000,179000,159900,179000,169000,169000,164950,174000,169450,169000,165000,169000,169000,165000,175450,177450,175000,169000,154000,169000,167000,150000,158000,157750,159900,149950,169000,164450,169000,177000,174950,169450,169450,165000,167450,169900,169900,169900,179000,166950,152475,149000,149974.5,149999,159900,169500,159900,153749.5,159250,158500,160000,169900,168900,160000,154499.5,165900,139900,139900,134975,139900,149000,149000,142450,149000,155000,159900,159900,157400,169900,162300,169900,174900,169900,169950,150000,149900,149900,158250,150000,153750,158900,160000,159900,176000,189900,198000,189000,198500,199000,196500,177450,179900,198000,191950,189000,189000,189900,189000,178150
"Pecos County","TX",,"48","371",1912,,,,,,,,,,,,,,,,129500,125000,112000,125000,126500,128000,128750,124950,125000,128500,128500,125000,133250,138250,129700,138250,139900,148000,142250,148750,149900,150000,150000,149900,149500,132000,129500,130750,141450,139500,149500,139500,132900,135400,132900,124200,126200,135400,131450,129950,132900,132900,132900,129900,144500,135000,135500,139900,147500,150000,144750,159500,159700,162000,174750,174500,154749.5,144950,144700,149999,159900,164900,153000,141200,138000,136900,136900,136900,136900,138000,138500,140500,160000,152500,148900,149900,149950,159500,154750,159700,167500,167500,162500,170000,168000,168500,168500,150000,149750,155000,157450,150000,136500,138000,140000,135000,131250,130000,130000
"Las Animas County","CO",,"08","071",1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200499.5,200499.5,205000,186350,187700,190000,205000,202450,209501,229000,240000,243750,235000,249900,229900,229900,235000,216500,225000,224750,219900,215000,214900,211500,199900,217000,198000
"Gooding County","ID",,"16","047",1914,145000,145950,144900,149900,149900,144900,139950,150000,139900,129000,122500,119450,119000,119000,125000,124900,137200,136900,134750,119900,122400,127200,134900,136900,136250,139900,129900,135950,132500,132450,134950,140950,154900,149900,149900,149500,149900,165000,167000,149900,143000,145000,165000,154900,140000,145000,134700,134700,129900,134500,139000,144950,145000,142450,153500,149000,146000,134200,135500,149000,144900,145000,154900,153950,155450,162500,172400,159650,177200,179500,179250,179700,182450,169450,181250,185000,183200,165220,138800,154000,149000,139900,132500,138000,136500,129900,129900,129900,129900,131000,144500,150750,152500,152500,153700,144000,139950,152500,151250,174500,182000,169900,169000,179000,192000,194900,195000,197750,175000,169900,169900,168500,184000,177450
"Burnett County","WI",,"55","013",1915,184900,183700,189000,182500,179950,179900,179900,179900,177500,169900,169900,164900,159900,159450,164900,168250,169000,172900,169000,169000,169450,165000,159900,159000,150000,159000,150000,159000,157500,157200,157500,155000,150000,149900,149750,140000,139000,132000,139700,153900,159900,159000,159000,159900,160000,160000,159900,155500,154950,149900,159000,164900,164000,164950,164900,169900,174500,169000,169000,160000,159450,164900,164900,167500,165000,165000,164900,159900,159900,167000,169000,159900,159000,167000,169000,169900,169900,169000,169900,169000,168950,174900,170000,169900,175000,169950,170000,169450,173950,171500,182450,179950,179900,179900,174900,169900,169900,174000,174900,175000,184847.5,179950,179900,169900,164900,164950,165000,167000,163500,175000,189900,196500,190000,189900
"Alamosa County","CO",,"08","003",1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170750,169900,159700,166950,162999,169500,167200,169500,169500,158000,171000,169500,171000,189000,192000,199500,188000,186400,188000,185400,185400,171250,170000,166200,175000,175000,175000,175000,160000,160000,164500,157500,155000,156900,160000,160000,155000,162450,165000,173000,190750,175750,167000,166478,187565.5,196750,209000,210000,220750,227000,228250,216000,224900,217000,226000,226000,227000,211500,237450,208580,219450,239900,227000,207500
"Massac County","IL","Paducah","17","127",1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104500,86950,89900,89000,89450,89900,99900,89900,89900,87000,89000,89000,98950,105000,89000,95000,95000,89900,92000,90950,99900,94900,88700,92499.5,89700,88750,84950,84950,84450,84900,84950,82500,79950,80950,83450,84900,84900,89900,89900,88000,89900,87800,79900,82400,86744,85000,79900
"Marquette County","WI",,"55","077",1918,152950,152950,146700,148900,149900,148500,148500,148500,149000,148500,148500,139900,139900,132950,133900,139900,148500,145000,139900,139500,139900,139900,138950,129900,138750,136500,130000,135400,134900,134900,134200,134900,129000,125900,124900,119950,119900,120000,124900,129400,129850,129900,132000,132900,132000,129900,129900,130950,129900,129900,132000,135000,139900,139900,142500,144900,147450,147500,139900,139900,135000,135000,139000,139900,139900,139300,139900,137900,134950,135900,134000,134700,133000,133000,135000,137900,139900,139900,139900,139900,137500,132000,132000,129950,130000,129900,134500,134900,137500,139900,139950,135000,132500,131499.5,129949.5,129250,128450,129000,139000,144000,144000,140500,141000,139000,137450,134900,129999.5,129999,129900,129900,135000,142500,139900,139900
"Carroll County","IL",,"17","015",1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,134900,128750,138250,147500,142500,139250,139500,125450,129900,112450,95000,107000,124900,122450,132449.5,129000,129900,134950,135450,134950,127000,109900,104900,114900,132450,143900,142500,134950,150000,142500,141250,143900,139950,135250,130000,144450,149900,150000,149900,144450
"Gunnison County","CO",,"08","051",1920,419000,399900,399000,420000,425000,425000,419000,438900,441950,439400,422450,399900,419500,449000,439000,420000,439950,425000,412000,399000,399000,392000,349700,339000,345000,305000,339000,349900,398000,399000,420000,425000,444250,457000,491500,475000,424750,434000,439000,395000,399500,438250,399000,404999.5,429000,399000,395000,399000,395000,419750,429000,399925,399925,399000,395000,375000,395000,419750,395000,415000,425000,422500,429500,427000,450000,456500,455000,470750,490000,469000,425000,429000,458500,470750,449500,447450,432000,449000,449000,483750,495000,495000,525000,507450,499000,499900,499000,492000,495000,535000,549000,564500,595000,642000,590000,642000,642000,639000,599000,535000,535000,567000,575000,599000,599000,595750,645000,650000,691250,676250,579000,559000,549000,565000
"Floyd County","VA","Blacksburg-Christiansburg-Radford","51","063",1921,,,,,,,,,,,,,,,,249250,234900,249000,229000,229000,229743.5,217250,199993.5,2e+05,219500,209975,209975,199000,191250,196900,190000,199250,209500,199250,199500,199500,199900,199700,189900,189000,188050,199500,199750,189700,205000,214900,192500,195000,198950,217450,196750,212450,198500,199700,199900,204725,195000,190000,194525,198000,198000,194950,189900,194950,199900,215000,216000,210000,215000,210000,219450,219000,219000,239925,209000,204900,204450,204450,199500,199500,215000,215000,209500,199500,212250,237450,249000,261950,239900,239000,227000,239000,239000,225000,236750,225000,236750,225000,199950,204000,224950,210000,234950,239000,239000,230000,243200,241500,229450,225000,229975,225000,225000,229000
"Brown County","IN","Indianapolis-Carmel-Anderson","18","013",1922,238900,236900,234900,239900,229500,229900,234700,229900,224950,219450,219900,229900,219900,209450,237500,249900,239900,244450,239900,239900,237900,229450,224900,212450,209950,219500,199900,199900,209000,209900,224450,229900,224900,224900,225000,212000,224900,219900,229450,229900,229450,224900,224900,229500,229900,203500,207500,199250,199000,199000,224900,229900,217450,222000,229000,229250,222000,220000,229000,199900,199900,204475,215000,220000,232400,229850,221000,229900,232400,229900,229700,219700,229900,229900,235000,232450,238999.5,239000,244950,242500,244950,237900,235000,225000,224900,229450,230000,229000,246200,233000,245000,254900,243500,249916.5,254900,257000,267500,269450,275000,285900,289900,309700,299000,285000,295000,298250,288200,284450,294900,299000,298000,292450,289500,299250
